display_name,script_name,npc_id,primary_text_id,primary_text_key,primary_event_id,alt_text_ids,alt_text_keys,alt_event_ids,trade_text_ids,trade_text_keys,event_finish_text_ids,event_finish_text_keys,notes
Exoroche,Exoroche,17719356,,,79,,,51; 19; 77; 50; 32,,,,,script onTrigger event
F,F,17719674,,,,,,,,,,,no default text/event
Fashionista,Fashionista,17719846,,,,,,,,,,,no default text/event
Fashionista,Fashionista,17719847,,,,,,,,,,,no default text/event
Fashionista,Fashionista,17719848,,,,,,,,,,,no default text/event
Faulpie,Faulpie,17719379,,,,,,,,,,,no default text/event
Femitte,Femitte,17719491,,,807,,,,,,,,script onTrigger event
FencingMaster,FencingMaster,17719373,,,,,,,,,,,no default text/event
Ferdoulemiont,Ferdoulemiont,17719337,8182,FERDOULEMIONT_SHOP_DIALOG,,,,,,,,,script onTrigger
Foletta,Foletta,17719490,,,666,,,,,,,,default event
Fonteloube,Fonteloube,17719601,,,,,,,,,,,no default text/event
Foudeel,Foudeel,17719596,,,,,,,,,,,no default text/event
Francmage,Francmage,17719538,,,,,,,,,,,no default text/event
Fulchia,Fulchia,17719323,,,587,,,,,,,,default event
G,G,17719675,,,,,,,,,,,no default text/event
Game Table,Game_Table,17719608,,,,,,,,,,,no default text/event
Gate: Chocobo Circuit,Gate_Chocobo_Circuit,17719609,,,,,,,,,,,no default text/event
Gizel,Gizel,17719549,,,676,,,,,,,,default event
Glenne,Glenne,17719328,,,,,,,,,,,no default text/event
Gondebaud,Gondebaud,17720000,7806,ROSEL_GREETINGS,,6445,NOTHING_OUT_OF_ORDINARY,,,,6490,YOU_LEARNED_TRUST,script onTrigger
Grilau,Grilau,17719515,,,,,,,,,,,no default text/event
Guilboire,Guilboire,17719487,,,657,,,,,,,,default event
H,H,17719676,,,,,,,,,,,no default text/event
Hae Jakhya,Hae_Jakhya,17719436,,,610,,,,,,,,default event
Halver,Halver,17719335,,,,,,,,,,,no default text/event
Hampu-Kampu,Hampu-Kampu,17719614,,,,,,,,,,,no default text/event
Hanaa Punaa,Hanaa_Punaa,17719385,,,,,,,,,,,no default text/event
Hantileon,Hantileon,17719570,,,,,,,,,,,no default text/event
Helbort,Helbort,17719353,8009,HELBORT_DIALOG,,,,,,,,,default
Hinaree,Hinaree,17719391,,,507,,,,,,,,default event
Home Point #1,HomePoint#1,17719431,,,,,,,,,,,no default text/event
Home Point #2,HomePoint#2,17719432,,,,,,,,,,,no default text/event
Home Point #3,HomePoint#3,17719433,,,,,,,,,,,no default text/event
Home Point #4,HomePoint#4,17719434,,,,,,,,,,,no default text/event
Home Point #5,HomePoint#5,17719435,,,,,,,,,,,no default text/event
Horro,Horro,17719959,,,,,,,,,,,no default text/event
I,I,17719691,,,,,,,,,,,no default text/event
Invincible Shield,Invincible_Shield,17719646,,,,,,,,,,,no default text/event
Iroha,Iroha,17720006,,,,,,,,,,,no default text/event
Iru-Kuiru,Iru-Kuiru,17719539,,,,,,,,,,,no default text/event
J,J,17719677,,,,,,,,,,,no default text/event
Jakoh Wahcondalo,Jakoh_Wahcondalo,17719647,,,,,,,,,,,no default text/event
K,K,17719678,,,,,,,,,,,no default text/event
Kanika,Kanika,17719561,,,,,,,,,,,no default text/event
Katharina,Katharina,17719315,,,887,,,,,,,,default event
Katharina,Katharina,17719320,,,887,,,,,,,,default event
Kipopo,Kipopo,17719381,,,914,,,913; 911; 912,,,,,script onTrigger event
Kipopo,Kipopo,17719612,,,914,,,913; 911; 912,,,,,script onTrigger event
Kipopo,Kipopo,17719615,,,914,,,913; 911; 912,,,,,script onTrigger event
Kueh Igunahmori,Kueh_Igunahmori,17719384,8248,KUEH_IGUNAHMORI_DIALOG,,,,,,,,,script onTrigger
L,L,17719692,,,,,,,,,,,no default text/event
Lanqueron,Lanqueron,17719408,8251,ITEM_DELIVERY_DIALOG,,,,,,,,,script onTrigger
Layer Reserve,Layer_Reserve,17720031,,,,,,,,,,,no default text/event
Legata,Legata,17719496,,,,,,,,,,,no default text/event
Leservieus,Leservieus,17719529,,,,,,,,,,,no default text/event
Leuveret,Leuveret,17719316,,,621,,,,,,,,script onTrigger event
Lilisette,Lilisette,17719620,,,,,,,,,,,no default text/event
Linzaza,Linzaza,17719558,,,,,,,,,,,no default text/event
Lion,Lion,17720007,,,,,,,,,,,no default text/event
Lotte,Lotte,17719319,,,564,,,,,,,,default event
Louverance,Louverance,17719553,,,,,,,,,,,no default text/event
Lusiane,Lusiane,17719350,8007,LUSIANE_SHOP_DIALOG,,,,,,,,,script onTrigger
Luthiaque,Luthiaque,17719329,,,658,,,,,,,,default event
M,M,17719684,,,,,,,,,,,no default text/event
Machielle,Machielle,17719303,8253,MACHIELLE_OPEN_DIALOG,,8259,MACHIELLE_CLOSED_DIALOG,,,,,,regional shop
Malecharisant,Malecharisant,17719395,8208,WEST_GATE,,,,,,,,,default
Maleme,Maleme,17719429,,,632,,,,,,,,script onTrigger event
Mandragora Assistant,Mandragora_Assistant,17719852,,,,,,,,,,,no default text/event
Maugie,Maugie,17719489,,,46,,,,,,,,default event
Maunadolace,Maunadolace,17719514,,,,,,,,,,,no default text/event
Melledanne,Melledanne,17719625,,,,,,,,,,,no default text/event
Meransarget,Meransarget,17719554,,,,,,,,,,,no default text/event
Meuneille,Meuneille,17719345,,,,,,,,,,,no default text/event
Michilca,Michilca,17719390,,,,,,,,,,,no default text/event
Milchupain,Milchupain,17719513,,,,,,,,,,,no default text/event
Millechairale,Millechairale,17719336,,,,,,,,,,,no default text/event
Miogique,Miogique,17719387,8258,RAIMBROYS_SHOP_DIALOG+1,,,,,,,,,script onTrigger
Mokop-Sankop,Mokop-Sankop,17719426,8175,MOKOP_SANDY_CIT,,8174,MOKOP_NOT_SANDY_CIT,,,,,,script onTrigger
Moogle,Moogle,17719437,,,,,,,,,,,no default text/event
Moogle,Moogle,17719441,,,,,,,,,,,no default text/event
Moogle,Moogle,17719478,,,,,,,,,,,no default text/event
Moogle,Moogle,17719479,,,,,,,,,,,no default text/event
Moogle,Moogle,17719480,,,,,,,,,,,no default text/event
Moogle,Moogle,17719481,,,,,,,,,,,no default text/event
Moogle,Moogle,17719482,,,,,,,,,,,no default text/event
Moogle,Moogle,17719483,,,,,,,,,,,no default text/event
Moogle,Moogle,17719484,,,,,,,,,,,no default text/event
Moogle,Moogle,17719485,,,,,,,,,,,no default text/event
Moogle,Moogle,17719654,,,,,,,,,,,no default text/event
Moogle,Moogle,17719655,,,,,,,,,,,no default text/event
Moogle,Moogle,17719703,,,,,,,,,,,no default text/event
Moogle,Moogle,17719704,,,,,,,,,,,no default text/event
Moogle,Moogle,17719718,,,,,,,,,,,no default text/event
Moogle,Moogle,17719719,,,,,,,,,,,no default text/event
Moogle,Moogle,17719721,,,,,,,,,,,no default text/event
Moogle,Moogle,17719838,,,,,,,,,,,no default text/event
Moogle,Moogle,17719927,,,,,,,,,,,no default text/event
Moogle,Moogle,17719928,,,,,,,,,,,no default text/event
Moogle,Moogle,17719966,,,,,,,,,,,no default text/event
Moozo-Koozo,Moozo-Koozo,17719498,,,,,,,,,,,no default text/event
Mystic Retriever,Mystic_Retriever,17720001,6445,NOTHING_OUT_OF_ORDINARY,,,,,,,,,script onTrigger
Mystrix,Mystrix,17719641,,,,,,,,,,,no default text/event
N,N,17719683,,,,,,,,,,,no default text/event
Najjar,Najjar,17719518,,,16,,,17,,,,,script onTrigger event
Nalta,Nalta,17719428,8179,NALTA_SANDY_CIT,,8178,NALTA_NOT_SANDY_CIT,,,,,,script onTrigger
Namonutice,Namonutice,17719499,,,31,,,,,,,,script onTrigger event
Nenne,Nenne,17719324,,,538,,,647; 584,,,,,script onTrigger event
Niscoliette,Niscoliette,17719660,,,,,,,,,,,no default text/event
Nokkhi Jinjahl,Nokkhi_Jinjahl,17719534,,,683,,,,7416,NOKKHI_BAD_COUNT,,,script onTrigger event
Nonterene,Nonterene,17719516,,,,,,,,,,,no default text/event
Norejaie,Norejaie,17719532,,,677,,,679; 681; 682; 680,,,,,script onTrigger event
NPC,NPC[2a4],17719972,,,,,,,,,,,no default text/event
NPC[b5],NPC[b5],17719477,,,,,,,,,,,no default text/event
O,O,17719693,,,,,,,,,,,no default text/event
Officer,Officer,17719399,,,,,,,,,,,no default text/event
Ominous Cloud,Ominous_Cloud,17719535,,,759,,,,10148,CLOUD_BAD_COUNT,,,script onTrigger event
Ondieumais,Ondieumais,17719531,,,,,,,,,,,no default text/event
Open1,Open1,17719416,,,,,,,,,,,no default text/event
Open2,Open2,17719417,,,,,,,,,,,no default text/event
Open3,Open3,17719418,,,,,,,,,,,no default text/event
Open5,Open5,17719420,,,,,,,,,,,no default text/event
Open6,Open6,17719421,,,,,,,,,,,no default text/event
Open8,Open8,17719423,,,,,,,,,,,no default text/event
Ophelia,Ophelia,17719552,,,751,,,,,,,,default event
Orechiniel,Orechiniel,17719380,,,,,,,,,,,no default text/event
Ostalie,Ostalie,17719351,,,,,,,,,,,no default text/event
Otomo01,Otomo01,17719525,,,,,,,,,,,no default text/event
Otomo02,Otomo02,17719526,,,,,,,,,,,no default text/event
Otomo03,Otomo03,17719527,,,,,,,,,,,no default text/event
Otomo04,Otomo04,17719528,,,,,,,,,,,no default text/event
P,P,17719670,,,,,,,,,,,no default text/event
Palabelle,Palabelle,17719606,,,,,,,,,,,no default text/event
Paouala,Paouala,17719497,,,82,,,,,,,,default event
Parvipon,Parvipon,17719495,,,,,,,,,,,no default text/event
Pauluart,Pauluart,17719560,,,,,,,,,,,no default text/event
Paunelie,Paunelie,17719488,,,,,,,,,,,no default text/event
Phamelise,Phamelise,17719305,8255,PHAMELISE_OPEN_DIALOG,,8261,PHAMELISE_CLOSED_DIALOG,,,,,,regional shop
Phillone,Phillone,17719331,,,29,,,,,,,,default event
Pieuje,Pieuje,17719367,,,,,,,,,,,no default text/event
Pieuje,Pieuje,17719368,,,,,,,,,,,no default text/event
Poudoruchant,Poudoruchant,17719564,,,779,,,,,,,,script onTrigger event
Pourette,Pourette,17719493,8286,POURETTE_OPEN_DIALOG,,8287,POURETTE_CLOSED_DIALOG,,,,,,regional shop
Pulonono,Pulonono,17719587,,,,,,,,,,,no default text/event
Q,Q,17719666,,,,,,,,,,,no default text/event
R,R,17719668,,,,,,,,,,,no default text/event
Rahal,Rahal,17719510,,,,,,,,,,,no default text/event
Raimbroy,Raimbroy,17719314,,,,,,,,,,,no default text/event
Raminel,csnpc,17719325,,,,,,,,,,,no default text/event
Raminel,Raminel,17719326,,,614,,,,,,,,script onTrigger event
Raogrimm,Raogrimm,17719543,,,,,,,,,,,no default text/event
Repairer Moogle,RepairerMoogle,17720034,,,,,,,,,,,no default text/event
Rochefogne,Rochefogne,17719520,,,,,,,,,,,no default text/event
Rohemolipaud,Rohemolipaud,17719563,,,,,,,,,,,no default text/event
Roido,Roido,17719333,,,,,,,,,,,no default text/event
Rolandienne,Rolandienne,17719638,15510,YOU_WISH_TO_EXCHANGE_SPARKS,,,,993; 994,,,,,script onTrigger
Rosel,Rosel,17719386,7806,ROSEL_GREETINGS,,,,,,,,,default
Rouva,Rouva,17719492,,,808,,,,,,,,script onTrigger event
Rumoie,Rumoie,17719605,,,863,,,,,,,,default event
S,S,17719672,,,,,,,,,,,no default text/event
Selh'teus,Selhteus,17720010,,,,,,,,,,,no default text/event
Selh'teus,Selhteus,17720011,,,,,,,,,,,no default text/event
Selh'teus,Selhteus,17720012,,,,,,,,,,,no default text/event
Sharzalion,Sharzalion,17719500,,,69,,,64; 65; 66; 15,,,,,script onTrigger event
Shilah,Shilah,17719321,8140,SHILAH_SHOP_DIALOG,,,,,,,,,script onTrigger
Simmie,Simmie,17719415,,,673,,,,,,,,default event
Slarin,Slarin,17719957,,,,,,,,,,,no default text/event
Sneaking Tiger,Sneaking_Tiger,17719559,,,,,,,,,,,no default text/event
Sobane,Sobane,17719322,8249,SOBANE_DIALOG,,,,,,,,,default
Spriggan Crier,Spriggan_Crier,17719968,,,,,,,,,,,no default text/event
Spriggan Graverobber,Spriggan_Graverobber,17719969,,,,,,,,,,,no default text/event
Spriggan Sifter,Spriggan_Sifter,17719967,,,,,,,,,,,no default text/event
Symphonic Curator,Symphonic_Curator,17719442,,,,,,,,,,,no default text/event
Synergy Engineer,Synergy_Engineer,17719626,,,,,,,,,,,no default text/event
Synergy Engineer,Synergy_Engineer,17719627,,,,,,,,,,,no default text/event
Synergy Enthusiast,Synergy_Enthusiast,17719632,,,,,,,,,,,no default text/event
Synergy Furnace,Synergy_Furnace,17719628,,,,,,,,,,,no default text/event
Synergy Furnace,Synergy_Furnace,17719629,,,,,,,,,,,no default text/event
Synergy Furnace,Synergy_Furnace,17719630,,,,,,,,,,,no default text/event
Synergy Furnace,Synergy_Furnace,17719631,,,,,,,,,,,no default text/event
T,T,17719669,,,,,,,,,,,no default text/event
Tarotta,Tarotta,17719341,,,,,,,,,,,no default text/event
Taumila,Taumila,17719349,7984,TAUMILA_DIALOG,,,,,,,,,default
Tek Lengyon,Tek_Lengyon,17719382,,,,,,,,,,,no default text/event
Tek Lengyon,Tek_Lengyon,17719613,,,,,,,,,,,no default text/event
Tek Lengyon,Tek_Lengyon,17719616,,,,,,,,,,,no default text/event
Thadiene,Thadiene,17719355,8011,ASH_THADI_ENE_SHOP_DIALOG,,,,,,,,,script onTrigger
Trail Markings,Trail_Markings,17719536,,,,,,,,,,,no default text/event
Treasure Coffer,Treasure_Coffer,17719642,,,,,,,,,,,no default text/event
Treasure Coffer,Treasure_Coffer,17719779,,,,,,,,,,,no default text/event
Trion,Trion,17719365,,,,,,,,,,,no default text/event
Trion,Trion,17719366,,,,,,,,,,,no default text/event
U,U,17719697,,,,,,,,,,,no default text/event
Ullasa,Ullasa,17719517,,,40,,,39,,,,,script onTrigger event
Ulmia,Ulmia,17719533,,,,,,,,,,,no default text/event
Ulrich,Ulrich,17719537,,,,,,,,,,,no default text/event
Ulzana,Ulzana,17719562,,,,,,,,,,,no default text/event
Unity Master,Unity_Master,17720004,,,,,,,,,,,no default text/event
Urbiolaine,Urbiolaine,17719643,,,,,,,,,,,no default text/event
V,V,17719694,,,,,,,,,,,no default text/event
Valderotaux,Valderotaux,17719501,,,58,,,,,,,,default event
Valentione Single,Valentione_Single,17719656,,,,,,,,,,,no default text/event
Valentione Single,Valentione_Single,17719657,,,,,,,,,,,no default text/event
Valentione Single,Valentione_Single,17719658,,,,,,,,,,,no default text/event
Valentione Single,Valentione_Single,17719659,,,,,,,,,,,no default text/event
Valeriano,Valeriano,17719424,8141,VALERIANO_SHOP_DIALOG,,,,,,,,,valeriano shop
Vaquelage,Vaquelage,17719410,8251,ITEM_DELIVERY_DIALOG,,,,,,,,,script onTrigger
Varchet,Varchet,17719392,,,525,,,,,,7795,VARCHET_KEEP_PROMISE,default event
Varonbiriaux,Varonbiriaux,17719524,,,,,,,,,,,no default text/event
Vauderame,Vauderame,17719364,,,,,,,,,,,no default text/event
Vauderame,Vauderame,17719556,,,,,,,,,,,no default text/event
Vemalpeau,Vemalpeau,17719505,,,7,,,5; 3; 2; 1,,,,,script onTrigger event
Verena,Verena,17719494,,,,,,,,,,,no default text/event
Victoire,Victoire,17719389,8258,CARAUTIA_SHOP_DIALOG,,,,,,,,,script onTrigger
Vijartal,Vijartal,17719334,,,,,,,,,,,no default text/event
Violitte,Violitte,17719307,,,,,,,,,,,no default text/event
Voidwatch Officer,Voidwatch_Officer,17719635,,,,,,,,,,,no default text/event
Voidwatch Purveyor,Voidwatch_Purveyor,17719636,,,,,,,,,,,no default text/event
Voidwatch Purveyor,Voidwatch_Purveyor,17719637,,,,,,,,,,,no default text/event
W,W,17719667,,,,,,,,,,,no default text/event
Wahboud,Wahboud,17719597,,,,,,,,,,,no default text/event
Well,Well,17719309,7819,YOU_FIND_A_WELL,,,,,,,,,default
Well,Well,17719310,7819,YOU_FIND_A_WELL,,,,,,,,,default
Well,Well,17719311,7819,YOU_FIND_A_WELL,,,,,,,,,default
Well,Well,17719312,7819,YOU_FIND_A_WELL,,,,,,,,,default
Well,Well,17719313,7819,YOU_FIND_A_WELL,,,,,,,,,default
Wolden-Bolden,Wolden-Bolden,17720028,,,,,,,,,,,no default text/event
X,X,17719680,,,,,,,,,,,no default text/event
Y,Y,17719696,,,,,,,,,,,no default text/event
Yow Rabntah,Yow_Rabntah,17719540,,,,,,,,,,,no default text/event
Z,Z,17719679,,,,,,,,,,,no default text/event
Zeid,Zeid,17720008,,,,,,,,,,,no default text/event
Zopago,Zopago,17719589,,,,,,,,,,,no default text/event
